Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,ctr,cpc,cpm,conversion_rate,roas
A1541,Data Analytcis Course,103.0,4766.0,245.34,11.0,8.0,0.078,1488.0,2024-11-08,HYDERABAD,desktop,analytics for data,0.02161141418380193,2.3819417475728155,51.477129668485105,0.07766990291262135,6.0650525800929325
A1542,Data Analytcis Course,138.0,3322.0,196.83,17.0,8.0,0.058,,,HYDERABAD,desktop,online data analytic,0.041541240216736906,1.426304347826087,59.25045153521975,0.057971014492753624,
A1543,Data Analytcis Course,127.0,4625.0,207.62,17.0,3.0,0.024,1811.0,2024-11-17,HYDERABAD,desktop,learn data analytics,0.02745945945945946,1.6348031496062994,44.89081081081081,0.023622047244094488,8.722666409787111
A1544,Data Analytcis Course,170.0,4689.0,195.98,26.0,6.0,0.035,1873.0,2024-11-14,HYDERABAD,desktop,data analitics online,0.03625506504585199,1.1528235294117646,41.7956920452122,0.03529411764705882,9.55709766302684
A1545,Data Analytcis Course,115.0,3764.0,197.47,20.0,5.0,,1952.0,,HYDERABAD,desktop,learn data analytics,0.03055260361317747,1.7171304347826086,52.462805526036135,0.043478260869565216,9.885045829746291
A1546,Data Analytcis Course,132.0,3365.0,198.01,17.0,9.0,0.068,1161.0,,HYDERABAD,desktop,analytics for data,0.03922734026745914,1.5000757575757575,58.843982169390785,0.06818181818181818,5.863340235341649
A1547,Data Analytcis Course,168.0,3392.0,230.77,15.0,9.0,0.054,1504.0,,HYDERABAD,mobile,online data analytic,0.049528301886792456,1.3736309523809525,68.03360849056604,0.05357142857142857,6.517311608961303
A1548,Data Analytcis Course,145.0,5978.0,223.3,30.0,10.0,,1859.0,2024-11-20,HYDERABAD,mobile,online data analytic,0.02425560388089662,1.54,37.3536299765808,0.06896551724137931,8.32512315270936
A1549,Data Analytcis Course,163.0,3340.0,217.35,26.0,7.0,0.043,1751.0,,HYDERABAD,tablet,data anaytics training,0.04880239520958084,1.3334355828220859,65.0748502994012,0.04294478527607362,8.056130664826318
A1550,Data Analytcis Course,84.0,4407.0,192.52,19.0,10.0,0.119,1221.0,2024-11-03,HYDERABAD,tablet,learn data analytics,0.01906058543226685,2.291904761904762,43.685046516904926,0.11904761904761904,6.342198213172657
A1551,Data Analytcis Course,124.0,3180.0,180.8,17.0,6.0,0.048,1822.0,2024-11-11,HYDERABAD,mobile,online data analytic,0.0389937106918239,1.4580645161290324,56.85534591194969,0.04838709677419355,10.077433628318584
A1552,Data Analytcis Course,162.0,4947.0,233.76,23.0,6.0,0.045,1973.0,,HYDERABAD,tablet,data analytics course,0.03274711946634324,1.442962962962963,47.252880533656764,0.037037037037037035,8.440280629705681
A1553,Data Analytcis Course,119.0,4480.0,184.25,20.0,3.0,0.025,1985.0,,HYDERABAD,mobile,online data analytic,0.0265625,1.5483193277310925,41.127232142857146,0.025210084033613446,10.773405698778832
A1554,Data Analytcis Course,151.0,5595.0,246.66,24.0,4.0,0.026,1921.0,2024-11-29,HYDERABAD,desktop,learn data analytics,0.026988382484361036,1.6335099337748344,44.0857908847185,0.026490066225165563,7.788048325630423
A1555,Data Analytcis Course,190.0,4808.0,199.94,16.0,6.0,0.032,1454.0,,HYDERABAD,desktop,data analitics online,0.03951747088186356,1.052315789473684,41.584858569051576,0.031578947368421054,7.272181654496349
A1556,Data Analytcis Course,138.0,3382.0,204.12,27.0,7.0,0.051,1386.0,,HYDERABAD,tablet,learn data analytics,0.04080425783560024,1.4791304347826086,60.354819633353046,0.050724637681159424,6.790123456790123
A1557,Data Analytcis Course,100.0,4643.0,214.46,16.0,9.0,0.09,1179.0,,HYDERABAD,tablet,online data analytic,0.021537798836958864,2.1446,46.18996338574198,0.09,5.497528676676303
A1558,Data Analytcis Course,187.0,5400.0,210.0,14.0,7.0,,1945.0,2024-11-15,HYDERABAD,desktop,analytics for data,0.03462962962962963,1.1229946524064172,38.88888888888889,0.0374331550802139,9.261904761904763
A1559,Data Analytcis Course,176.0,3400.0,191.5,29.0,3.0,,1429.0,,HYDERABAD,mobile,online data analytic,0.05176470588235294,1.0880681818181819,56.3235294117647,0.017045454545454544,7.462140992167102
A1560,Data Analytcis Course,117.0,4223.0,,28.0,6.0,0.059,1489.0,,HYDERABAD,mobile,data anaytics training,0.027705422685294814,,,0.05128205128205128,
A1561,Data Analytcis Course,196.0,,206.31,24.0,8.0,0.051,1426.0,,HYDERABAD,tablet,data analitics online,,1.0526020408163266,,0.04081632653061224,6.911928651059085
A1562,Data Analytcis Course,155.0,3864.0,222.17,12.0,3.0,,1407.0,2024-11-21,HYDERABAD,mobile,data anaytics training,0.04011387163561077,1.4333548387096773,57.497412008281565,0.01935483870967742,6.332988252239277
A1563,Data Analytcis Course,188.0,3838.0,240.99,15.0,3.0,0.016,1951.0,,HYDERABAD,mobile,data analytics course,0.04898384575299635,1.2818617021276597,62.79051589369464,0.015957446808510637,8.095771608780447
A1564,Data Analytcis Course,81.0,5659.0,222.98,25.0,4.0,0.057,1654.0,2024-11-19,HYDERABAD,tablet,data analitics online,0.014313482947517229,2.7528395061728395,39.402721328856686,0.04938271604938271,7.417705623822765
A1565,Data Analytcis Course,125.0,4794.0,,28.0,7.0,0.051,1453.0,2024-11-22,HYDERABAD,desktop,data analitics online,0.026074259491030455,,,0.056,
A1566,Data Analytcis Course,158.0,5214.0,222.28,21.0,3.0,0.019,1630.0,,HYDERABAD,desktop,data analytics course,0.030303030303030304,1.4068354430379746,42.63137706175681,0.0189873417721519,7.333093395717113
A1567,Data Analytcis Course,133.0,5762.0,196.02,10.0,5.0,0.038,,,HYDERABAD,tablet,data analytics course,0.023082263103089206,1.4738345864661655,34.01943769524471,0.03759398496240601,
A1568,Data Analytcis Course,128.0,5026.0,239.88,15.0,9.0,0.07,1745.0,,HYDERABAD,mobile,analytics for data,0.025467568643056108,1.8740625,47.72781536012734,0.0703125,7.274470568617642
A1569,Data Analytcis Course,148.0,3883.0,181.4,30.0,4.0,0.027,1966.0,2024-11-16,HYDERABAD,desktop,analytics for data,0.03811485964460469,1.2256756756756757,46.716456348184394,0.02702702702702703,10.83792723263506
A1570,Data Analytcis Course,92.0,4605.0,234.69,29.0,3.0,,1264.0,2024-11-30,HYDERABAD,mobile,data anaytics training,0.01997828447339848,2.5509782608695653,50.96416938110749,0.03260869565217391,5.385828113681878
A1571,Data Analytcis Course,147.0,,205.83,25.0,8.0,,1728.0,2024-11-02,HYDERABAD,desktop,data analytics course,,1.400204081632653,,0.05442176870748299,8.39527765631832
A1572,Data Analytcis Course,136.0,5454.0,247.7,13.0,6.0,0.044,1687.0,,HYDERABAD,mobile,data analitics online,0.024935826916024934,1.8213235294117647,45.416208287495415,0.04411764705882353,6.810658054097699
A1573,Data Analytcis Course,132.0,4957.0,220.43,28.0,6.0,0.045,1218.0,,HYDERABAD,mobile,online data analytic,0.026629009481541253,1.6699242424242424,44.46842848497075,0.045454545454545456,5.525563671006669
A1574,Data Analytcis Course,173.0,,241.61,28.0,3.0,0.017,1191.0,2024-11-13,HYDERABAD,tablet,learn data analytics,,1.3965895953757226,,0.017341040462427744,4.929431728819171
A1575,Data Analytcis Course,85.0,4747.0,224.35,26.0,5.0,0.059,1087.0,,HYDERABAD,tablet,data analytics course,0.01790604592374131,2.639411764705882,47.26142827048662,0.058823529411764705,4.845108090037887
A1576,Data Analytcis Course,129.0,5874.0,200.17,12.0,5.0,0.039,1405.0,2024-11-29,HYDERABAD,tablet,online data analytic,0.021961184882533197,1.551705426356589,34.077289751447054,0.03875968992248062,7.019033821251936
A1577,Data Analytcis Course,181.0,4730.0,243.35,16.0,4.0,,1975.0,,HYDERABAD,mobile,online data analytic,0.03826638477801268,1.344475138121547,51.448202959830866,0.022099447513812154,8.115882473803165
A1578,Data Analytcis Course,85.0,5341.0,249.64,21.0,6.0,0.032,1388.0,,HYDERABAD,mobile,online data analytic,0.015914622729825877,2.936941176470588,46.74031080322037,0.07058823529411765,5.560006409229291
A1579,Data Analytcis Course,92.0,4327.0,188.6,14.0,7.0,,1140.0,2024-11-22,HYDERABAD,tablet,data anaytics training,0.021261844233880285,2.05,43.58678067945459,0.07608695652173914,6.044538706256628
A1580,Data Analytcis Course,192.0,,180.82,27.0,4.0,0.021,1847.0,,HYDERABAD,mobile,data anaytics training,,0.9417708333333333,,0.020833333333333332,10.214578033403384
A1581,Data Analytcis Course,146.0,4484.0,194.67,27.0,9.0,0.052,1234.0,2024-11-02,HYDERABAD,tablet,data anaytics training,0.03256021409455843,1.3333561643835616,43.41436217662801,0.06164383561643835,6.338932552524786
A1582,Data Analytcis Course,178.0,4311.0,205.46,18.0,4.0,0.022,1671.0,2024-11-18,HYDERABAD,tablet,analytics for data,0.041289723961957785,1.1542696629213482,47.65947575968453,0.02247191011235955,8.132969921152535
A1583,Data Analytcis Course,197.0,3009.0,233.44,22.0,9.0,0.046,1374.0,,HYDERABAD,tablet,analytics for data,0.06547025589896975,1.18497461928934,77.58059155865736,0.04568527918781726,5.885880740233036
A1584,Data Analytcis Course,176.0,3110.0,205.23,23.0,5.0,0.028,1746.0,2024-11-19,HYDERABAD,desktop,online data analytic,0.05659163987138264,1.1660795454545454,65.9903536977492,0.028409090909090908,8.507528139160941
A1585,Data Analytcis Course,98.0,3365.0,224.28,27.0,9.0,,1108.0,,HYDERABAD,desktop,data anaytics training,0.02912332838038633,2.2885714285714287,66.65081723625558,0.09183673469387756,4.9402532548599964
A1586,Data Analytcis Course,105.0,3274.0,187.89,24.0,4.0,0.038,1360.0,,HYDERABAD,desktop,learn data analytics,0.03207086133170434,1.7894285714285714,57.3885155772755,0.0380952380952381,7.23827771568471
A1587,Data Analytcis Course,113.0,3231.0,210.13,19.0,10.0,0.041,1234.0,,HYDERABAD,desktop,online data analytic,0.03497369235530796,1.8595575221238938,65.03559269575983,0.08849557522123894,5.872555084947414
A1588,Data Analytcis Course,,3440.0,246.53,13.0,10.0,,1217.0,,HYDERABAD,tablet,online data analytic,,,71.66569767441861,,4.936518882083316
A1589,Data Analytcis Course,88.0,5196.0,197.32,26.0,5.0,0.057,1438.0,,HYDERABAD,desktop,online data analytic,0.016936104695919937,2.242272727272727,37.97536566589684,0.056818181818181816,7.287654571254815
A1590,Data Analytcis Course,106.0,5321.0,239.76,11.0,7.0,0.066,1910.0,,HYDERABAD,desktop,data anaytics training,0.019921067468520955,2.26188679245283,45.05919939860929,0.0660377358490566,7.9662996329663
A1591,Data Analytcis Course,148.0,5841.0,243.09,15.0,7.0,0.047,1535.0,,HYDERABAD,mobile,data analitics online,0.025338127033042286,1.6425,41.61787365177196,0.0472972972972973,6.3145337117939855
A1592,Data Analytcis Course,174.0,,227.96,25.0,5.0,0.029,1566.0,2024-11-15,HYDERABAD,tablet,online data analytic,,1.3101149425287357,,0.028735632183908046,6.869626250219336
A1593,Data Analytcis Course,196.0,5776.0,227.24,30.0,4.0,0.02,,,HYDERABAD,mobile,data anaytics training,0.03393351800554017,1.1593877551020408,39.34210526315789,0.02040816326530612,
A1594,Data Analytcis Course,128.0,4729.0,243.45,25.0,9.0,0.031,1782.0,2024-11-23,HYDERABAD,desktop,learn data analytics,0.027067033199407908,1.901953125,51.48022837809262,0.0703125,7.3197781885397415
A1595,Data Analytcis Course,163.0,5371.0,215.89,29.0,7.0,0.043,1906.0,2024-11-05,HYDERABAD,tablet,data analytics course,0.03034816607708062,1.3244785276073618,40.195494321355426,0.04294478527607362,8.82857010514614
A1596,Data Analytcis Course,183.0,5268.0,203.65,17.0,5.0,0.027,1731.0,2024-11-12,HYDERABAD,mobile,learn data analytics,0.034738041002277904,1.1128415300546448,38.657934700075934,0.0273224043715847,8.499877240363368
A1597,Data Analytcis Course,196.0,5386.0,224.31,23.0,4.0,0.02,1423.0,,HYDERABAD,tablet,learn data analytics,0.0363906424062384,1.1444387755102041,41.64686223542518,0.02040816326530612,6.343899068253756
A1598,Data Analytcis Course,121.0,4432.0,218.71,25.0,10.0,,1568.0,,HYDERABAD,desktop,analytics for data,0.0273014440433213,1.807520661157025,49.34792418772564,0.08264462809917356,7.169310959718349
A1599,Data Analytcis Course,174.0,3031.0,242.32,25.0,6.0,0.034,1381.0,2024-11-08,HYDERABAD,mobile,online data analytic,0.057406796436819535,1.3926436781609195,79.94721214120752,0.034482758620689655,5.699075602509079
A1600,Data Analytcis Course,142.0,5999.0,214.05,27.0,,,1064.0,2024-11-21,HYDERABAD,desktop,analytics for data,0.023670611768628103,1.5073943661971831,35.680946824470745,,4.97080121466947
A1601,Data Analytcis Course,118.0,3274.0,222.62,10.0,3.0,0.025,1716.0,,HYDERABAD,tablet,analytics for data,0.03604153940134392,1.8866101694915254,67.99633475870495,0.025423728813559324,7.708202317851047
A1602,Data Analytcis Course,118.0,5889.0,193.01,17.0,10.0,0.085,1789.0,2024-11-10,HYDERABAD,desktop,online data analytic,0.02003735778570216,1.635677966101695,32.77466462896926,0.0847457627118644,9.268949795347392
A1603,Data Analytcis Course,149.0,5601.0,222.01,15.0,6.0,0.04,1514.0,,HYDERABAD,desktop,analytics for data,0.026602392429923228,1.49,39.63756472058561,0.040268456375838924,6.819512634566011
A1604,Data Analytcis Course,127.0,4295.0,212.6,26.0,10.0,0.079,1713.0,,HYDERABAD,tablet,data analytics course,0.029569266589057043,1.674015748031496,49.49941792782305,0.07874015748031496,8.057384760112889
A1605,Data Analytcis Course,195.0,5135.0,226.37,17.0,3.0,,,,HYDERABAD,desktop,data anaytics training,0.0379746835443038,1.1608717948717948,44.08373904576436,0.015384615384615385,
A1606,Data Analytcis Course,173.0,5233.0,229.38,28.0,7.0,,1322.0,2024-11-16,HYDERABAD,mobile,learn data analytics,0.03305943053697688,1.3258959537572255,43.8333651824957,0.04046242774566474,5.763362106548087
A1607,Data Analytcis Course,131.0,5727.0,218.65,28.0,4.0,0.031,1631.0,,HYDERABAD,mobile,data anaytics training,0.02287410511611664,1.669083969465649,38.17880216518247,0.030534351145038167,7.459410016007317
A1608,Data Analytcis Course,105.0,4691.0,213.15,21.0,3.0,0.035,1276.0,2024-11-22,HYDERABAD,desktop,analytics for data,0.022383287145597952,2.0300000000000002,45.43807290556385,0.02857142857142857,5.986394557823129
A1609,Data Analytcis Course,104.0,3409.0,207.63,19.0,4.0,,1195.0,,HYDERABAD,mobile,analytics for data,0.030507480199471988,1.9964423076923077,60.90642417131124,0.038461538461538464,5.755430332803545
A1610,Data Analytcis Course,139.0,4333.0,230.05,19.0,6.0,0.043,1407.0,,HYDERABAD,desktop,analytics for data,0.03207939072236326,1.6550359712230216,53.09254558042927,0.04316546762589928,6.116061725711801
A1611,Data Analytcis Course,110.0,4430.0,197.84,23.0,5.0,0.045,,2024-11-15,HYDERABAD,mobile,learn data analytics,0.024830699774266364,1.7985454545454547,44.65914221218962,0.045454545454545456,
A1612,Data Analytcis Course,193.0,4860.0,181.27,14.0,5.0,0.026,,2024-11-16,HYDERABAD,desktop,online data analytic,0.0397119341563786,0.9392227979274612,37.29835390946502,0.025906735751295335,
A1613,Data Analytcis Course,109.0,4396.0,188.6,11.0,10.0,0.092,1451.0,,HYDERABAD,mobile,data anaytics training,0.024795268425841673,1.730275229357798,42.90263876251137,0.09174311926605505,7.693531283138919
A1614,Data Analytcis Course,141.0,5000.0,223.7,29.0,10.0,0.071,1909.0,2024-11-12,HYDERABAD,tablet,data analitics online,0.0282,1.5865248226950355,44.739999999999995,0.07092198581560284,8.533750558784087
A1615,Data Analytcis Course,182.0,3487.0,211.71,23.0,7.0,0.038,1027.0,,HYDERABAD,mobile,data analitics online,0.05219386291941497,1.1632417582417582,60.71408087180958,0.038461538461538464,4.850975390864862
A1616,Data Analytcis Course,179.0,4236.0,245.01,23.0,7.0,0.039,1822.0,2024-11-07,HYDERABAD,mobile,learn data analytics,0.042256846081208686,1.3687709497206704,57.8399433427762,0.03910614525139665,7.436431166074854
A1617,Data Analytcis Course,89.0,5349.0,,,8.0,0.09,1371.0,,HYDERABAD,tablet,data analitics online,0.016638624041876986,,,0.0898876404494382,
A1618,Data Analytcis Course,181.0,5678.0,226.89,22.0,10.0,,1992.0,,HYDERABAD,tablet,data anaytics training,0.03187742162733357,1.2535359116022098,39.95949277914759,0.055248618784530384,8.779584820838291
A1619,Data Analytcis Course,85.0,5247.0,219.97,15.0,7.0,0.082,1612.0,2024-11-20,HYDERABAD,desktop,analytics for data,0.016199733180865258,2.5878823529411763,41.92300362111683,0.08235294117647059,7.328272037095967
A1620,Data Analytcis Course,179.0,3685.0,202.66,15.0,,0.039,1634.0,2024-11-18,HYDERABAD,desktop,data analytics course,0.0485753052917232,1.1321787709497206,54.99592944369064,,8.062765222540214
A1621,Data Analytcis Course,172.0,5862.0,202.0,23.0,4.0,0.023,1469.0,,HYDERABAD,desktop,online data analytic,0.029341521664960766,1.1744186046511629,34.459228932105084,0.023255813953488372,7.272277227722772
A1622,Data Analytcis Course,196.0,5040.0,197.08,11.0,9.0,0.046,1774.0,,HYDERABAD,desktop,data analytics course,0.03888888888888889,1.0055102040816326,39.10317460317461,0.04591836734693878,9.001420742845545
A1623,Data Analytcis Course,,3423.0,223.95,30.0,4.0,0.055,1480.0,2024-11-03,HYDERABAD,desktop,analytics for data,,,65.4250657318142,,6.608617995088189
A1624,Data Analytcis Course,135.0,5981.0,228.66,26.0,6.0,,1515.0,,HYDERABAD,desktop,data anaytics training,0.022571476341748872,1.6937777777777778,38.23106503929109,0.044444444444444446,6.625557596431383
A1625,Data Analytcis Course,97.0,3495.0,230.83,16.0,6.0,0.062,1675.0,,HYDERABAD,tablet,analytics for data,0.027753934191702433,2.3796907216494847,66.04577968526466,0.061855670103092786,7.256422475414807
A1626,Data Analytcis Course,137.0,3702.0,215.41,25.0,9.0,0.066,1010.0,,HYDERABAD,desktop,learn data analytics,0.037007023230686116,1.5723357664233577,58.187466234467855,0.06569343065693431,4.688733113597326
A1627,Data Analytcis Course,164.0,3405.0,217.58,10.0,3.0,0.018,1885.0,,HYDERABAD,desktop,data analitics online,0.04816446402349486,1.326707317073171,63.90014684287812,0.018292682926829267,8.66348009927383
A1628,Data Analytcis Course,178.0,3370.0,180.66,25.0,9.0,0.051,1830.0,2024-11-24,HYDERABAD,desktop,online data analytic,0.052818991097922846,1.0149438202247192,53.60830860534124,0.05056179775280899,10.129525074726004
A1629,Data Analytcis Course,146.0,4455.0,227.13,16.0,5.0,,1040.0,,HYDERABAD,tablet,online data analytic,0.03277216610549944,1.5556849315068493,50.98316498316498,0.03424657534246575,4.578875533835249
A1630,Data Analytcis Course,149.0,4670.0,218.31,10.0,10.0,0.067,1623.0,,HYDERABAD,mobile,analytics for data,0.03190578158458244,1.4651677852348994,46.74732334047109,0.06711409395973154,7.434382300398516
A1631,Data Analytcis Course,193.0,4287.0,204.62,15.0,3.0,,1800.0,,HYDERABAD,tablet,data anaytics training,0.0450198273851178,1.0602072538860103,47.730347562397945,0.015544041450777202,8.796794057276903
A1632,Data Analytcis Course,,3546.0,183.41,27.0,7.0,,1701.0,,HYDERABAD,mobile,data anaytics training,,,51.72306824591089,,9.27430347309307
